x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.5647168755531311,1.075510025024414,0.4980299472808838,1.005400776863098,0.4451499581336975,0.8795932531356812,0.3912867307662964,0.7518446445465088,0.3339352607727051,0.6269832849502563,0.5877112746238708,0.6862733960151672,0.6487282514572144,0.5225126147270203,0.6956785321235657,0.418536901473999,0.7366756796836853,0.3327261507511139,0.6617661118507385,0.72905433177948,0.6998392343521118,0.6453816890716553,0.6787132024765015,0.7900598049163818,0.6575286984443665,0.8899098038673401,0.7209436297416687,0.7934320569038391,0.7670433521270752,0.7341353893280029,0.736523449420929,0.8704103827476501,0.6992536187171936,0.9543347358703612,0.7626993060112,0.8685182332992554,0.8084553480148315,0.83719801902771,0.7817783355712891,0.9233246445655824,0.7429171800613403,0.9841479063034058,0
0.5617372989654541,1.088982105255127,0.4962959885597229,1.0139130353927612,0.4460000991821289,0.8919545412063599,0.3884518146514892,0.7598171234130859,0.3273059725761413,0.6322656273841858,0.5853413343429565,0.6934975385665894,0.6470744013786316,0.5220159888267517,0.6979994773864746,0.414933979511261,0.7418169975280762,0.3293637633323669,0.6553047895431519,0.734313428401947,0.6995349526405334,0.6478406190872192,0.6836197376251221,0.7950543761253357,0.6634432077407837,0.8949936032295227,0.7144664525985718,0.799332320690155,0.767164409160614,0.730025053024292,0.7422866821289062,0.8671380877494812,0.7066115140914917,0.949715495109558,0.7544986605644226,0.8694196343421936,0.8044413924217224,0.8267654180526733,0.7814435362815857,0.9119936227798462,0.7469403743743896,0.9713143706321716,0
0.5751967430114746,1.091662049293518,0.5051940679550171,1.017846703529358,0.4477580785751343,0.8891758918762207,0.3908272981643677,0.752540111541748,0.3348393142223358,0.628368616104126,0.5883899927139282,0.6886254549026489,0.6487964987754822,0.5169016718864441,0.6985820531845093,0.4114114046096802,0.7391879558563232,0.3259908258914947,0.6592562198638916,0.7291299700737,0.7007966637611389,0.6450373530387878,0.6784628629684448,0.7935387492179871,0.6558651924133301,0.8879493474960327,0.7190552949905396,0.793764591217041,0.7681841850280762,0.7357373833656311,0.7353428602218628,0.8741123676300049,0.6978744864463806,0.9524037837982178,0.7626981139183044,0.869096577167511,0.808127760887146,0.8323759436607361,0.778255820274353,0.9211363196372986,0.7401967644691467,0.9781476855278016,0
0.5525143146514893,1.089503288269043,0.4914120733737945,1.0075366497039795,0.4435484707355499,0.8820269107818604,0.3902494311332702,0.7478009462356567,0.3345118165016174,0.6210016012191772,0.5888250470161438,0.6872152090072632,0.6487364768981934,0.5237466096878052,0.6960029602050781,0.4182532429695129,0.7359758019447327,0.3319942653179168,0.6607106328010559,0.7305459976196289,0.7007191777229309,0.647513210773468,0.6791366934776306,0.7946267127990723,0.6569754481315613,0.8887175917625427,0.7196855545043945,0.7976894974708557,0.7675073742866516,0.7355241179466248,0.7357754707336426,0.8715594410896301,0.6972993016242981,0.9503796696662904,0.758914053440094,0.8762239813804626,0.8083420395851135,0.8397026062011719,0.7781878113746643,0.9232959747314452,0.738533079624176,0.98073011636734,0
0.5801736116409302,1.0978134870529177,0.5032735466957092,1.0191391706466677,0.4474527835845947,0.8933588266372681,0.3915604948997497,0.7593122720718384,0.3330882489681244,0.6285699605941772,0.5891444683074951,0.6882758140563965,0.6505053043365479,0.5153781771659851,0.6985703110694885,0.4093173444271087,0.7408461570739746,0.3247849941253662,0.6586446762084961,0.732885479927063,0.6980492472648621,0.647633969783783,0.6801528930664062,0.7919995784759521,0.6618971228599548,0.895148515701294,0.7184686064720154,0.7989227175712585,0.7649244070053101,0.7313971519470215,0.7370975017547607,0.8683366775512695,0.7034391164779663,0.9514901638031006,0.7626364827156067,0.868658185005188,0.8088261485099792,0.8289718627929688,0.7836273312568665,0.91434907913208,0.750831663608551,0.9747034311294556,0
0.5693225264549255,1.0884774923324585,0.5021628737449646,1.0106303691864014,0.4486168026924133,0.8800806999206543,0.3905839323997497,0.7480082511901855,0.3315263092517853,0.6268389225006104,0.5888823866844177,0.6897118091583252,0.6500751972198486,0.5194445252418518,0.6979824304580688,0.4157603085041046,0.7393375635147095,0.3274806141853332,0.6607872843742371,0.7300304770469666,0.7023082375526428,0.65313720703125,0.6868221163749695,0.7988765835762024,0.665109395980835,0.9071182608604432,0.7198686599731445,0.7942792773246765,0.770530104637146,0.7333037853240967,0.746195912361145,0.8690387010574341,0.7092906832695007,0.9628400206565856,0.7619342803955078,0.8721813559532166,0.8101913928985596,0.8345963358879089,0.7886013984680176,0.9167506098747252,0.7520015239715576,0.9830499291419984,0
0.5747623443603516,1.087878942489624,0.5053738355636597,1.005164623260498,0.4499802589416504,0.8884015083312988,0.3941389322280884,0.7521412968635559,0.3385660350322723,0.623414158821106,0.5899540781974792,0.6902719736099243,0.6498810648918152,0.5161137580871582,0.6981431841850281,0.406802088022232,0.739781379699707,0.3212301433086395,0.6603425741195679,0.7278953790664673,0.7000085711479187,0.6439104080200195,0.6831271648406982,0.7914990782737732,0.6640880107879639,0.8952979445457458,0.7197073698043823,0.7908384799957275,0.7676486968994141,0.7291730046272278,0.7423579692840576,0.8639336228370667,0.7067153453826904,0.9497738480567932,0.7591794729232788,0.8606909513473511,0.8069366216659546,0.8209735155105591,0.7834730744361877,0.9049986600875854,0.7487602829933167,0.9676465392112732,0
0.5720710754394531,1.0882635116577148,0.5025818347930908,1.015284299850464,0.4514197111129761,0.886874258518219,0.3958750963211059,0.7509831190109253,0.3376179337501526,0.6269367337226868,0.5875723958015442,0.6960896253585815,0.6479372382164001,0.5249553322792053,0.6943626999855042,0.4223001003265381,0.7354335784912109,0.3311841189861297,0.6619601249694824,0.7335083484649658,0.7038236856460571,0.644658625125885,0.6887950897216797,0.7883001565933228,0.6679837703704834,0.8931126594543457,0.7217481136322021,0.7964529991149902,0.7722709774971008,0.7343680262565613,0.7444908618927002,0.869515061378479,0.7058714032173157,0.9560227394104004,0.7634544372558594,0.8704086542129517,0.8115041851997375,0.8319212794303894,0.7857866287231445,0.9166938662528992,0.7467159032821655,0.979515552520752,0
0.5754336714744568,1.0852140188217163,0.5070475935935974,1.0108007192611694,0.4531482458114624,0.8823906183242798,0.3960751891136169,0.7480670213699341,0.3404485881328583,0.6252705454826355,0.5952581763267517,0.6920158863067627,0.6545379161834717,0.5161706805229187,0.7005096673965454,0.4114307761192322,0.7411410212516785,0.3226164877414703,0.6669207215309143,0.7316482067108154,0.7044403553009033,0.6421272158622742,0.6892532110214233,0.7893773317337036,0.6707552671432495,0.8962196111679077,0.7259372472763062,0.7967613935470581,0.7719517946243286,0.7330400943756104,0.7469860315322876,0.8691936135292053,0.7131818532943726,0.9578629732131958,0.7680141925811768,0.8717496395111084,0.8116725087165833,0.8291594982147217,0.787716805934906,0.915080189704895,0.7530369758605957,0.9802207946777344,0
0.5808091163635254,1.0881986618041992,0.5079981684684753,1.0165385007858276,0.4540048241615295,0.8928002119064331,0.4020435810089111,0.7585440278053284,0.3449468612670898,0.6275851130485535,0.5924781560897827,0.6916051506996155,0.6531245708465576,0.5224304795265198,0.7025984525680542,0.4150279462337494,0.744566798210144,0.328950434923172,0.6625488996505737,0.7336375713348389,0.7028347253799438,0.6473044157028198,0.6860470771789551,0.7877740263938904,0.667009711265564,0.8885782361030579,0.7207806706428528,0.7958328723907471,0.7705296277999878,0.7346401214599609,0.7432113289833069,0.8693820238113403,0.7065736055374146,0.9535878896713256,0.7645933628082275,0.8657686710357666,0.8120810985565186,0.8291471004486084,0.7875651121139526,0.9135560989379884,0.7495100498199463,0.974632740020752,0
